"Substance","X","ChemClass","pKa","MW","Tm","Pvap25","Sol25","Kaw25","Kow","Ksw","kdeg.air","kdeg.water","kdeg.sed","kdeg.soil","Kp.col","Kp.susp","Kp.sed","Kp.soil","RadS","RhoS","hamakerSP.w"
"1-chloro-2,4-dinitrobenzene",11,"",NA,203,50,0.01,360,NA,130,NA,1.3e-08,5.3e-10,NA,7.2e-08,NA,NA,NA,NA,NA,NA,NA
"1-chloro-3-nitrobenzene",12,"",NA,158,44,1.1,390,NA,260,NA,9e-08,5.3e-10,NA,4e-08,NA,NA,NA,NA,NA,NA,NA
"1-chloro-4-nitrobenzene",13,"",NA,158,83,8.5,230,NA,310,NA,1.3e-07,5.3e-10,NA,6.3e-08,NA,NA,NA,NA,NA,NA,NA
"1-Heptadecanamine",14,"base",10.41,255.49,NA,0.022666667,0.1536,NA,16595869.07,NA,3.96e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1-Hexadecanamine, N,N-dimethyl-",15,"base",7.12,269.52,NA,0.038133333,0.08883,NA,25703957.83,NA,7.42e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1-Hexanamine, N-hexyl-",16,"base",10.8,185.36,NA,7.613333331,129,NA,54954.08739,NA,7.16e-05,9.25e-07,1.03e-07,4.63e-07,NA,NA,NA,NA,NA,NA,NA
"1-HEXEN-3-OL",17,"neutral",NA,100.16,NA,437.3333332,25200,NA,40.73802778,NA,2.81e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1-HYDROXYANTHRAQUINONE",18,"acid",9.47,224.22,NA,2.79e-05,8.5,NA,3311.311215,NA,1.03e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1-methoxypropan-2-ol",19,"",NA,90,-96,1200,1.9,NA,0.37,NA,1.3e-05,5.3e-07,NA,6e-07,NA,NA,NA,NA,NA,NA,NA
"1-methyl-2-pyrrolidone",20,"",NA,99,-24,25,1e+06,NA,0.35,NA,2.5e-05,5.3e-07,NA,1.4e-06,NA,NA,NA,NA,NA,NA,NA
"1-METHYL-PYRROLIDINE",21,"base",10.32,85.15,NA,13333.33333,213100,NA,8.317637711,NA,6.21e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1-NAPHTHALENAMINE, N-ETHYL-",22,"base",4.19,171.24,NA,0.0792,110,NA,2818.382931,NA,0.00015664,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1-NAPHTHOL",23,"acid",9.34,144.17,NA,0.036533333,866,NA,707.9457844,NA,0.0004125,5.35e-07,5.94e-08,1.51e-05,NA,NA,NA,NA,NA,NA,NA
"1-NITROBUTANE",24,"neutral",NA,103.12,NA,505.3333332,4600,NA,29.51209227,NA,1.13e-06,9.25e-07,1.03e-07,4.63e-07,NA,NA,NA,NA,NA,NA,NA
"1-NONANOL",25,"neutral",NA,144.26,NA,3.026666666,140,NA,5888.436554,NA,1.05e-05,9.25e-07,1.03e-07,4.63e-07,NA,NA,NA,NA,NA,NA,NA
"1-OCTADECANOL",26,"neutral",NA,270.5,NA,0.00036,0.0011,NA,52480746.02,NA,2e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1-Octanamine, N-methyl-N-octyl-",27,"base",9.41,255.49,NA,0.18,0.2798,NA,8128305.162,NA,7.9e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1-Octanamine, N,N-dimethyl-",28,"base",10.05,157.3,NA,75.19999998,770.6,NA,3019.95172,NA,6.57e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1-pentanol",29,"neutral",NA,88.15,NA,293.3333333,22000,NA,32.35936569,NA,8.33e-06,9.25e-07,1.03e-07,4.63e-07,NA,NA,NA,NA,NA,NA,NA
"1-PIPERIDINYLOXY, 2,2,6,6-TETRAMETHYL-4-OXO-",30,"base",3.96,171.24,NA,0.000494667,47920,NA,1.318256739,NA,5.13e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1-vinyl-2-pyrrolidone",31,"",NA,111,14,12,1.6,NA,2.5,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,1-DICHLORO-2,2-BIS(ETHYLPHENYL)ETHANE",32,"neutral",NA,307.27,NA,0.0022,0.1,NA,4570881.896,NA,1.12e-05,1.34e-07,1.49e-08,6.69e-08,NA,NA,NA,NA,NA,NA,NA
"1,1-dichloroethylene",33,"",NA,97,-122,67000,2500,NA,100,NA,1.6e-06,5.3e-10,NA,2.5e-07,NA,NA,NA,NA,NA,NA,NA
"1,1-Dichloropropane",34,"neutral",NA,112.99,NA,6773.333332,2700,NA,177.827941,NA,6.36e-07,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,1-Dimethyl hydrazine",35,"base",7.21,60.1,NA,21733.33333,1e+06,NA,0.064565423,NA,1.9e-06,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,1,1-trichloroethane",36,"",NA,133,-33,13000,4400,NA,300,NA,2.2e-08,5.3e-10,NA,1.1e-06,NA,NA,NA,NA,NA,NA,NA
"1,1,1-TRIFLUORO-2-CHLOROETHANE",37,"neutral",NA,118.49,NA,2e+05,9200,NA,97.7237221,NA,1.22e-08,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,1,1,3,3,3-HEXAFLUOROPROPAN-2-OL",38,"acid",9.3,168.04,NA,21199.99999,7770,NA,45.70881896,NA,1.94e-08,1.34e-07,1.49e-08,6.69e-08,NA,NA,NA,NA,NA,NA,NA
"1,1'-iminodipropan-2-ol",39,"",NA,133,39,1,870000,NA,0.16,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,1'-oxydipropan-2-ol",40,"",NA,134,-35,0.29,5.8,NA,0.063,NA,1.9e-05,5.3e-10,NA,6e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",41,"neutral",NA,446.68,NA,3.47e-06,2.6e-06,NA,19054607180,NA,1.42e-05,1.34e-07,1.49e-08,6.69e-08,NA,NA,NA,NA,NA,NA,NA
"1,2-Benzenedicarboxylic acid, heptyl nonyl ester, branched and linear",42,"neutral",NA,390.57,NA,0.000724,0.0003186,NA,173780082.9,NA,1.66e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-BENZENEDIOL, 4-METHYL-",43,"acid",9.32,124.14,NA,0.272,24900,NA,23.44228815,NA,0.000117,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-DIAMINOETHANE",44,"base",9.92,60.1,NA,1600,1e+06,NA,0.009120108,NA,4.75e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-DIAMINOPROPANE",45,"base",9.97,74.13,NA,1413.333333,1e+06,NA,0.063095734,NA,5.63e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-dichloro-4-nitrobenzene",46,"",NA,192,40,1,150,NA,990,NA,3.3e-08,5.3e-10,NA,5.5e-08,NA,NA,NA,NA,NA,NA,NA
"1,2-dichlorobenzene",47,"",NA,147,-17,130,160,NA,2500,NA,2.4e-07,5.3e-10,NA,1.5e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-DICHLOROCYCLOHEXANE -TRANS",48,"neutral",NA,153.05,NA,33.99999999,141.5,NA,1621.810097,NA,3.23e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-dichloroethane",49,"",NA,99,-36,8700,8700,NA,30,NA,1.5e-07,5.3e-10,NA,1.3e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-dichloropropane",50,"",NA,113,-96,5300,3000,NA,120,NA,4.3e-07,5.3e-10,NA,6.7e-07,NA,NA,NA,NA,NA,NA,NA
"1,2-Naphthalenedione",51,"neutral",NA,158.16,NA,0.0144,1101,NA,128.8249552,NA,9.71e-06,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,2,3-trichloropropane",52,"",NA,147,-15,490,2000,NA,99,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,2,3,4-tetrachlorobenzene",53,"neutral",NA,215.89,NA,5.199999999,5.92,NA,39810.71706,NA,6.17e-08,1.34e-07,1.49e-08,6.69e-08,NA,NA,NA,NA,NA,NA,NA
"1,2,3,6-tetrahydrophthalic anhydride",54,"",NA,152,100,0.03,10000,NA,1,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,2,4-Triazin-3-amine, 5,6-dimethyl-",55,"base",4.9,124.15,NA,0.109466667,10000,NA,0.891250938,NA,2.01e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,2,4-triazole",56,"",NA,69,120,0.22,1200000,NA,0.26,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,2,4-trichlorobenzene",57,"neutral",NA,181.45,NA,61.33333332,49,NA,10471.28548,NA,4.13e-07,1.34e-07,1.49e-08,6.69e-08,NA,NA,NA,NA,NA,NA,NA
"1,2:3,4-DIEPOXYBUTANE DL",58,"neutral",NA,86.09,NA,5199.999999,1e+06,NA,0.52480746,NA,7.47e-07,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-Benzenediol, 4,6-dichloro-",59,"acid",7.23,179,NA,0.0732,2203,NA,208.9296131,NA,3.66e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-DIBROMOPROPANE",60,"neutral",NA,201.89,NA,181.3333333,1700,NA,234.4228815,NA,6.31e-07,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-dichloro-4-nitrobenzene",61,"",NA,192,30,1,190,NA,1200,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,3-dichlorobenzene",62,"",NA,147,-25,180,100,NA,3100,NA,7.2e-07,5.3e-10,NA,9.5e-08,NA,NA,NA,NA,NA,NA,NA
"1,3-dichloropropene",63,"",NA,111,-84,2400,2800,NA,72,NA,1.8e-06,5.3e-08,NA,5.4e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-Isobenzofurandione, 3a,4,7,7a-tetrahydro-",64,"neutral",NA,152.15,NA,7.666666665,1579,NA,91.20108394,NA,4.49e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-PROPANEDIAMINE",65,"base",10.62,74.13,NA,854.6666665,1e+06,NA,0.037153523,NA,4.86e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-Propanediamine, N,N-dimethyl-",66,"base",7.82,102.18,NA,1333.333333,1e+06,NA,0.354813389,NA,8.42e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,3-PROPANEDIOL, 2,2-BIS(BRME)-",67,"neutral",NA,261.94,NA,0.000856,38000,NA,11.48153621,NA,6.72e-06,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,3,4-Metheno-1H-cyclobuta[cd]pentalene, 1,1a,2,2,3,3a,4,5,5,5a,5b-undecachlorooctahydro- (9CI)",68,"neutral",NA,511.1,NA,0.000888,0.0009583,NA,6165950.019,NA,1.67e-07,4.46e-08,4.95e-09,2.23e-08,NA,NA,NA,NA,NA,NA,NA
"1,3,5-TRIOXANE",69,"neutral",NA,90.08,NA,2333.333333,175000,NA,0.371535229,NA,4.65e-06,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-Benzenediamine, 2,6-dichloro-",70,"base",3.18,177.03,NA,0.046,9735,NA,7.943282347,NA,6.55e-05,1.34e-07,1.49e-08,6.69e-08,NA,NA,NA,NA,NA,NA,NA
"1,4-BENZENEDIOL, 2-METHYL-",71,"acid",10.2,124.14,NA,0.017066667,61520,NA,8.128305162,NA,4.52e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-Benzenediol, 2,3,5-trimethyl-",72,"acid",10.57,152.19,NA,0.0272,10170,NA,48.97788194,NA,0.000144277,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-BENZODIOXAN",73,"neutral",NA,136.15,NA,25.73333333,1668,NA,102.3292992,NA,1.89e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-DIAZABICYCLO(2,2,2)OCTANE  (DABCO)",74,"base",8.82,112.18,NA,98.93333331,450000,NA,0.323593657,NA,1.65e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-dichloro-2-nitrobenzene",75,"",NA,192,53,0.00042,83,NA,1000,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,4-dichlorobenzene",76,"",NA,147,54,230,60,NA,3700,NA,5.2e-07,5.3e-10,NA,9.7e-08,NA,NA,NA,NA,NA,NA,NA
"1,4-DIHYDROXY-9,10-ANTHRACENEDIONE",77,"acid",9.32,240.22,NA,3.24e-06,0.0961,NA,8709.6359,NA,7.38e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-dimethoxybenzene",78,"",NA,138,55,1.1,830,NA,110,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1,4-DIMETHYLCYCLOHEXANE",79,"neutral",NA,112.22,NA,3026.666666,3.84,NA,10232.92992,NA,8.89e-06,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-dioxane",80,"",NA,88,12,3600,430000,NA,0.62,NA,2.6e-05,5.3e-10,NA,1.4e-07,NA,NA,NA,NA,NA,NA,NA
"1,4-DITHIANE",81,"neutral",NA,120.23,NA,106.6666666,3000,NA,5.888436554,NA,2.94e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,5-DIAMINONAPHTHALENE",82,"base",4.44,158.2,NA,0.000496,380,NA,7.762471166,NA,0.00015,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,5-DIMETHYLNAPHTHALENE",83,"neutral",NA,156.23,NA,0.666666667,2.74,NA,23988.32919,NA,5.2e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1,5-HEXADIEN-3-OL",84,"neutral",NA,98.15,NA,449.3333332,20990,NA,30.1995172,NA,4.67e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1,6-Hexanediamine, N,N,N',N'-tetramethyl-",85,"base",9.33,172.32,NA,29.86666666,21570,NA,50.11872336,NA,0.00012306,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1H-BENZIMIDAZOLE, 5-NITRO-",86,"base",3.37,163.14,NA,2.31e-05,1412,NA,31.6227766,NA,3.37e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"1H-IMIDAZOLE, 1-(PHENYLMETHYL)-",87,"base",6.7,158.2,NA,0.060266667,3000,NA,39.81071706,NA,3.13e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1H-IMIDAZOLE, 2-METHYL-",88,"base",7.85,82.11,NA,0.091866667,80850,NA,1.737800829,NA,7.06e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1H-IMIDAZOLE, 4-METHYL-",89,"base",6.81,82.11,NA,0.937333333,82460,NA,1.698243652,NA,7.06e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"1H,3H,5H-Oxazolo 3,4-c oxazole, 7a-ethyldihydro-",90,"base",6.18,143.19,NA,98.53333331,374600,NA,2.511886432,NA,6.31e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-(1-Methylethyl)-4,6-dinitrophenol",91,"acid",5.13,226.19,NA,0.000221333,71.85,NA,1258.925412,NA,1.83e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-(2-(2-butoxyethoxy)ethoxy)ethanol",92,"",NA,206,-35,10,0.082,NA,3.2,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-(2-(2-methoxyethoxy)ethoxy)ethanol",93,"",NA,164,-45,10,5.8,NA,0.074,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-(2-aminoethylamino)ethanol",94,"",NA,104,-18,2.6,33,NA,0.043,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-(2-butoxyethoxy)ethanol",95,"",NA,162,-68,2,1e+06,NA,4,NA,3e-05,5.3e-07,NA,4.1e-08,NA,NA,NA,NA,NA,NA,NA
"2-(2-butoxyethoxy)ethyl acetate",96,"",NA,204,-32,1.3,65000,NA,59,NA,NA,5.3e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-(2-ethoxyethoxy)ethanol",97,"",NA,134,-10,1800,1.3,NA,0.16,NA,2.4e-05,5.3e-07,NA,4.1e-08,NA,NA,NA,NA,NA,NA,NA
"2-(2-methoxyethoxy)ethanol",98,"",NA,120,-85,26,5.1,NA,0.18,NA,1.8e-05,5.3e-10,NA,8e-08,NA,NA,NA,NA,NA,NA,NA
"2-(4-chloro-2-methylphenoxy)propionic acid",99,"",NA,215,94,0.08,730,NA,15,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-(BIS(1-METHYLETHYL)AMINO)ETHANOL",100,"base",10.08,145.25,NA,10.66666666,12000,NA,7.58577575,NA,8.82e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"2-(dimethylamino)ethyl acrylate",101,"",NA,143,-60,68,0.11,NA,5.8,NA,6.9e-05,5.3e-07,NA,9.4e-07,NA,NA,NA,NA,NA,NA,NA
"2-(METHYLAMINO)ETHANOL",102,"base",9.95,75.11,NA,144,1e+06,NA,0.114815362,NA,5.93e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"2-[(p-aminophenyl)sulphonyl]ethyl hydrogensulphate",103,"",NA,281,277,1.2e-11,3500,NA,0.54,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-AMINO-2-METHYL-1-PROPANOL",104,"base",10.19,89.14,NA,133.3333333,1e+06,NA,0.181970086,NA,2.1e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"2-Amino-3-methyl-3H-imidazo(4,5-f)quinoline",105,"base",4.41,198.23,NA,4.64e-07,133.5,NA,45.70881896,NA,2.56e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-AMINO-4-(5-NITRO-2-FURYL)THIAZOLE",106,"base",4.78,211.2,NA,0.000228,473.5,NA,60.25595861,NA,8.8e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-AMINO-4-NITROBENZOIC ACID",107,"acid",3.85,182.14,NA,2.01e-05,1257,NA,81.28305162,NA,3e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-AMINO-4-NITROPHENOL",108,"base",3.1,154.13,NA,0.001986667,925,NA,18.19700859,NA,5.22e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-AMINOBENZIMIDAZOLE",109,"base",7.89,133.15,NA,2.68e-05,14920,NA,8.128305162,NA,0.00015,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"2-aminoethanol",110,"",NA,61,11,18,15,NA,0.012,NA,1.1e-05,5.3e-07,NA,4.1e-08,NA,NA,NA,NA,NA,NA,NA
"2-aminonaphthalene-1-sulphonic acid",111,"",NA,223,NA,1.6e-08,1800,NA,0.069,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-AMINOPYRIDINE",112,"base",6.86,94.12,NA,13,890000,NA,3.01995172,NA,1.53e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-BENZYLPYRIDINE",113,"base",5.13,169.23,NA,0.837333333,3017,NA,1148.153621,NA,5.02e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-butoxyethanol",114,"",NA,118,-72,79,0.067,NA,6.5,NA,3.7e-06,5.3e-08,NA,4.1e-08,NA,NA,NA,NA,NA,NA,NA
"2-butoxyethyl acetate",115,"",NA,160,-64,31,7800,NA,32,NA,NA,5.3e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-chloro-4-nitroaniline",116,"",NA,173,108,0.00045,230,NA,200,NA,1.1e-05,5.3e-10,NA,6.4e-08,NA,NA,NA,NA,NA,NA,NA
"2-chloro-4-nitrotoluene",117,"",NA,172,63,0.52,49,NA,1600,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Chloroacetophenone",118,"neutral",NA,154.6,NA,1.013333333,1635,NA,85.11380382,NA,1.53e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-CHLOROBENZALDEHYDE",119,"neutral",NA,140.57,NA,30.66666666,852.6,NA,213.796209,NA,1.3e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-CHLOROTOLUENE",120,"neutral",NA,126.59,NA,457.3333332,374,NA,2630.267992,NA,1.36e-06,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)",121,"neutral",NA,150.22,NA,13.73333333,1300,NA,512.861384,NA,0.000105899,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"2-DIBENZOFURANAMINE",122,"base",4.07,183.21,NA,0.003226667,8.713,NA,1348.962883,NA,0.000142892,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-dimethylaminoethanol",123,"",NA,89,-59,5,2.8,NA,0.28,NA,8.7e-05,5.3e-07,NA,9.3e-07,NA,NA,NA,NA,NA,NA,NA
"2-dimethylaminoethyl methacrylate",124,"",NA,157,-40,1,5e+05,NA,2.8,NA,NA,5.3e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-DIMETHYLAMINOPYRIDINE",125,"base",6.75,122.17,NA,1.238666666,3841,NA,44.66835922,NA,5.45e-05,2.14e-07,2.38e-08,1.07e-07,NA,NA,NA,NA,NA,NA,NA
"2-ethoxyethanol",126,"",NA,90,-85,530,1,NA,0.79,NA,4e-06,5.3e-07,NA,8.5e-07,NA,NA,NA,NA,NA,NA,NA
"2-ethoxyethyl acetate",127,"",NA,132,-62,8.4,230000,NA,1.7,NA,NA,5.3e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-ETHYL-1,3-HEXANDIOL",128,"neutral",NA,146.23,NA,0.4,42000,NA,39.81071706,NA,1.67e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
"2-ethyl-2-[[(1-oxoallyl)oxy]methyl]-1,3-propanediyl diacrylate",129,"",NA,296,NA,2.2e-06,3800,NA,180,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-ETHYLBUTYRIC ACID",130,"acid",4.71,116.16,NA,25.06666666,18000,NA,47.86300923,NA,4.02e-06,9.25e-07,1.03e-07,4.63e-07,NA,NA,NA,NA,NA,NA,NA
"2-ethylhexan-1-ol",131,"",NA,130,-67,5,1100,NA,1300,NA,1.6e-05,5.3e-08,NA,4.1e-08,NA,NA,NA,NA,NA,NA,NA
"2-ethylhexanal",132,"",NA,128,-63,200,800,NA,1200,NA,NA,5.3e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-ethylhexyl acrylate",133,"",NA,184,-90,10,100,NA,44000,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-ethylhexyl mercaptoacetate",134,"",NA,204,NA,0.8,30,NA,270,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-ethylhexyl nitrate",135,"",NA,175,-50,4.7,3.9,NA,14000,NA,NA,5.3e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-ETHYLHEXYLAMINE",136,"base",10.41,129.25,NA,186.6666666,2500,NA,660.693448,NA,3.06e-05,5.35e-07,5.94e-08,2.67e-07,NA,NA,NA,NA,NA,NA,NA
